context_id,context_note
3042,"Light grey/yellow, moderate (sun baked) silty clay Inclusions: 15-35% stones (S-A) 2-6cm 10cm thick at southern extent (max) 4.30m x 2.30m"
3048,Clay in the north aisle of House 1
3048,"Consolidation/dump/preparation in north aisle of House 1. Possibly the same interpretation as (3049) i.e. layer to raise ground level in preparation for flint wall (1165) and probably same deposit. (3048) is thought to abutt the knapped flint face on the upper course of wall (1015). Same as (3282) - extent shown on plans for 3282. This context abutts wall 1015. Section no: 338, 340"
3048,"Dry, crumbly and gritty, mid-yellow brown wet plastic silty clay Inclusions: 1-5% stones (S-A) 2-6cm;  Fine sand to large particles;  5% sand;  Occasional charcoal and CBM flecks;  Occasional CBM on surface 0.24m thick, 1.7m wide N-S and extending for the majority of the length of north aisle of House 1 Same as bond in 1165 amd (3049)"
3049,Clay outside House 1
3049,"Consolidation/dump/preparation, extending on the outside/to the north of wall 1165, along the majority of its length and 1.5m to the north. Originally investigated in 1m wide slot. Possible preparation layer to raise the ground level for flint wall (1165). Very similar, if not equal to (3048) and the bond in wall (1165). North of section 338 - Large clay levelling deposit with patchy inclusions. One area in particular had large amounts of bone and charcoal together. Wall 1165 was sitting directly on top of (3049) in parts. Strat above (4565) & (4566). Same as (4111), (3048), (3282), (4152). Plan no: 9.71, 16.139, 17.90, 17.91 Section no: 338  Accuracy rating - 4"
3049,"Dry, crumbly and gritty mid-yellow brown wet, plastic silty clay. Inclusions: 1-5% stones (S-A) 2-6cm;  Fine sand to large particles;  5% sand;  Occasional charcoal and CBM flecks;  Occasional CBM on surface. 0.25m thick    North of section 338: Compact, browny yellow silty clay; Extent: 2m x 10m x 0.2m; 1-5% bone (concentrated in certain areas with substantial burning); 5-10% grave (patchy)l; 1-5% CBM (patchy). 1% charcoal - concentrated in discreet areas. 5-15% stones (S-A) (S-R) (6-20mm) (2-6cm)  One side is clear, the other side is harder to define."
3067,Dark brown silt Silty Fine and gritty Inclusions: Large gravel with a higher proportion of gravel and stone the SE end of the section which becomes (3088) Stones: 15-35%   (A)   6-20mm
3067,Occupation layer
3067,"Possible occupation layer derived from organic material Section 338, 340"
3071,Layer
3071,"Mid-dark brown soil with compacted pebbles and stones Mildy gritty silt Thickness: 4-5cm    Width (N-S) : 0.5m   Length: Unknown Inclusions: 2-6mm pea shingle: 5% Stones: 35-70%  (S-R)  2-6cm  with a mix of pebbles and stones, both angular and rounded. The majority of pebbles are nearer 2cm Occasional flint nodules with evidence of knapping Iron  nail and sherds of pottery"
3071,"Originally revealed in a 1m wide slot, this deposit is similar in extent N-S to (3082) and (3088). Possibly relates to/abutts earlier timber structured wall/boundary which was replaced by wall 1015. No obvious interpretation. Section no: 313"
3082,"Initially excavated in 1m wide slot. Stoney layer possibly associated with floor (3033). Within the slot, this layer had a similar extent to (3071) and (3088) i.e. running parallel to the alignment of the later wall 1015. This suggests a relationship to a feature pre-dating the wall on a similar alignment to which these deposits may have abutted. Section no: 338"
3082,Loose gravel
3082,Milk chocolate brown Silty and slightly gritty Loose fill - very different from the overlying metalled surface Inclusions: Stones of mainly 2-3cm with larger stones up to 6cm and patches of pea shingle 70%  (S-A)  2-6cm Depth: 2-3cm No clear defined edge
3088,Compacted stone layer
3088,Dark brown silt and grit matrix consisting of large amounts of compacted gravel Stones: 70%   (S-A)  2-6cm Depth: c. 1.5
3089,"Dark, chocolate brown gritty silt with stones of varying size and angularity (50mm-6cm). Noticeable flecks of charcoal and disintegrated bone Stones: 35-70%  (S-A)   2-6cm"
3089,"Initially excavated in 1m wide slot. Possible occupation layer due to levels of bone and burnt debris mixed with pottery sherds. Equivalent to (3098) and this possibility should be explored using the soil micromorphology samples. Extent unknown. Section no: 338, 340"
3089,Silt and gravel layer
3094,"Dark brown gritty silt Inclusions: Stones: 35-70%  (S-R)  (2-6cm); Bone, charcoal and stones Thickness: 10cm Depth: Unknown"
3094,Initially excavated within a 1m wide slot. Possible occupation layer. A sample was taken for the charred plants remains <494>. Equals (3515) and possibly (3099). Micromorph sample <503> should show if (3094) is equal to (3099). If they are different then this suggests an early timber boundary. Section no: 313
3094,Loose gravel layer. Possible occupation layer
3095,"Initially excavated within a 1m wide slot. Possible gravel/pebble floor. Equal to (3299) as excavated in Room 2 by Jamie's team. Section no: 338, 339, 340"
3095,Layer. Possible floor surface
3095,Yellowy compacted clay Fine and gritty Inclusions: Stone and gravel of varying sizes Stones: 35-70%    (S-R)   (2-6mm) (2-6cm) Thickness c.5cm Extent: Unknown
3096,"Initially excavated within a 1m wide slot. Possible consolidation/clay floor make-up for a ground raising construction episode. Section no: 338, 339, 340"
3096,Layer. Possible clay floor make-up
3096,"Yellowy compacted fine clay Inclusions: A few stones, charcoal and CBM Stones: 5-15%  (S-A)  (2-6cm) Thickness: c.10cm Extent: Unknown"
3098,"Dark brown silty clay mix Compact with pea shingle Gritty Inclusions: Gravel and stones, pea shingle and lots of charcoal Stones:  5-15%   (S-A)   (2-6mm) (2-6cm) Thickness: c.5cm Depth: Unknown"
3098,Initially excavated in a 1m wide slot. Very similar to (3099) and (3515). Equivalent to (3089). Stony loam with evidence of occupation - probably a spread. Section no: 313
3098,Possible occupation layer
3099,"Gritty, dark brown silt  Inclusions: stones, gravel and pea shingle Stones: 35-70%   (S-A)   (2-6mm) (2-6cm) Extent: Unknown"
3099,"Initially excavated in 1m wide slot. A stony, well sorted loam with evidence of occupation. Possibly equal to (3094) and (3515) - micromorph samples will hopefully confirm or negate this.  Section no: 338, 339, 340"
3099,Layer
3178,Dark silt below (3177)
3178,"Silty deposit overlying wall and tile spread. Strat below (3177); Strat above (3847). Excavation began  in 2001 and is ongoing in 2003. Partially removed in 2003. Plan no: 28.96, 28.97, 28.98, 28.99, 29.97, 29.98 Section no: 438, 439, 442"
3178,"Soft dark grey silt Inclusions: Flints, CBM and gravel Extent unknown;  Thickness: 0.03cm Clear edge definition Truncated on the west by a Victorian trench"
3201,"Wall comprising flint and ceramic tile (mostly flint). Average flint size is 0.17m x 0.17m.  3 courses in total and both faces of the wall are made up of knapped flint. The flints are bonded by gravel containing stones of all shapes and varying in size from pea gravel to 6cm within a soft, silty dark grey matrix It is a straight section of wall orientated NE to SW and measuring 2.5m x 0.46m.  Clear edge definition"
3201,"Wall discovered during 2000 and recorded during 2001. Possible NW extent of wall discovered during the 2002 season. Wall fragment 4076 contains cornerstone and a few other flints, on the same alignment as 3201 and 1015 but separated by robber cut 1535 and Victorian trench [1124]. Plan no: 21.19 - this plan is superceded by 21.36"
3201,"Wall on the eastern side of room 1, house 1"
3202,"Greyish brown, friable sandy clay Inclusions: Gravel stones 35-70% of all shapes, ranging in size from 2mm -6cm & Charcoal <1% Thickness: 10-20cm Clear edge definition"
3202,Possible repair to clay floor
3202,"Possible repair to clay floor consisting largely of gravel. Adjacent to south eastern corner of the southern aisle of House 1. Probably s/a (3664) Plan no: 21.20, 22.49 Sample no: 570"
3203,"Burnt clay / hearth Room 1, house 1"
3203,"Grey black, friable charcoal. Contains <1% sub angular to sub rounded gravel pf 2-6mm and ash.  Clear edge definition."
3203,Open industrial hearth
3204,"10YR 3/2 friable, sandy clay. Contains small pieces of CBM and pottery 44cm x 49cm x 30cm deep. Trowelled in sunny conditions Clear edge definition"
3204,Fill of post-hole [3218]
3206,"10YR 3/2, friable sandy clay <BR>Inclusions: 5-15% stones (S-A) (2-6cm);&nbsp;&nbsp;&nbsp;2 flints (S-A)&nbsp;(6-20cm); &nbsp;1 tessera and 4 small fragments of CBM<BR>Extent: 0.32m in diameter;&nbsp;&nbsp; Thickness: 0.12m<BR>Clear edge definition  {}"
3206,"Fill of post hole [3212] with two&nbsp;flint nodules as packing.&nbsp;During the 2004 season, this fill became the uppermost fill of a much larger cut than orginally thought in&nbsp;2001 when this&nbsp;feature was first investigated.&nbsp;Part of a line of late post holes running in an E-W direction in the SW corner. Strat&nbsp;above (4544).&nbsp;&nbsp;<BR>Plan no: 13.45 {}"
3206,Fill of post-hole [3212]
3210,Originally thought to be a post-hole but turned out to not be anything.
3210,VOID
3211,"2.5Y 3/2 Sandy clay texture Contains 15-35% angular stones of 2-6cm and also CBM, bone and pottery"
3211,Fill of post-hole [3216]
3212,"Cut for post-hole containing (3206), (4524), (4544), (4545) and (4546)"
3212,"Post hole cut that was first&nbsp;investigated in 2001 with the removal of fill (3206). In 2004, the post hole was reinvestigated and a number of further fills were excavated out until the true cut was revealed. The east side of the cut has a stepped appearance - possibly in order to ease the erection of the post. Part of a line of late post holes running in an E-W direction in the SW corner.<BR>Plan no: 13.46 (original plan); 13.128 (2004 plan showing the true size and extent - this version has been digitised)<BR>Section no: 612</P> {}"
3212,"Sub circular&nbsp;in plan,&nbsp;measuring 0.79m in&nbsp;diameter with a depth of 0.36m<BR>Break of slope (top &amp; base): moderately sharp<BR>Convex sides and a flat base<BR>Contains (3206), (4524), (4544), (4545) and (4546)</P> &nbsp;</P> &nbsp;</P> {}"
3213,Clay dump below (2284)
3213,Yellow brown friable sandy clay. Contains 1-5% sub angular stones of 2mm-2mm.  Mostly clear edge definition
3214,Grey black with red inclusions. Friable sandy silt. Contains <1% sub angular to sub rounded stones of 2-6mm. Measures 51cm x 30cm x 3cm deep. Clear edge definition
3214,Open industrial hearth
3214,West of 3203. Whole sample taken for metallurgy.
3216,Cut for post-hole containing (3211)
3216,"Round post hole without corners. 52cm x 11cm deep. Sharp break of slope at top, gradual at base with almost vertical sides at bottom and concave base."
3218,Circular to oval shaped post-hole measuring 44cm x 49cm x 30cm deep. Straight sides with sharp breaks of slope and  level base.
3218,Cut for post-hole containing (3204).
3219,"Compact, dark greyish brown silty sand. Inclusions: >70% stone of all shapes and ranging in size from 2mm to 20cm;  CBM 11m (N-S) x 9.2m (E-W) x 0.03-0.1m (variable depth) Edges defined by Victorian intrusions"
3219,Gravel spread
3219,"Gravel spread between NW side of Building 1 and SE corner of House 1.   Edge defined by truncations to the north, east, west and less clearly to the south. Variable gravel within the surface and coloured by underlying contexts (clay, silt and different gravel). Probably large area of hardstanding to the south of House 1 - this part surviving at the south east side. Completely removed in 2002. Plan Nos: 14.51, 14.52, 15.72, 15.73, 22.50, 22.51, 22.55, 23.47, 27.48"
3221,5YR/ 4.1 friable sandy silt. Contains >70% angular to sub angular stones of 6-20mm. Edges are defined by he Victorian trenches.
3221,Below sandy silt and above clay.
3221,Gravel occupation layer in south east aisle of House 1
3222,Cut of hearth (3214)
3222,Open hearth filled with ash and burned CBM arranged randomly. Fill extent uncertain because of intrusion by Victorian trench
3222,Semi circular cut measuring 50cm x 54cm x 4cm thick. Variable slopes with  irregular base. Clear edge definition
3230,Gravel spread  north of 2925
3231,Ash deposit in possible fire pit.  Context completely removed.  Plan no: 21.25.  Sample no: 442  Small find 2080.
3231,Burnt area in western aisle of House 1
3231,Dark brown/black friable silty material.  Contains 1-5% charcoal.  Measuring 16-20mm.  Clear edge definition.
3232,"10yr 4.1.  Loose sandy silt containing crushed tile, very small flint and gravel.  Measuring 133cm long x 29cm wide.  Section number 334."
3232,<Q>continuation of floor at southern end of room.
3232,"Possible floor at southern end of room, House 1"
3236,Located within pit. Shown on sections 331 and 136. Completely excavated in 2002 to reveal clearer view of section 399. No evidence of floor structure continuing. Compacted gravel matrix with mortar adhering.
3236,Slumped floor layer.
3236,White with beige hue compact gravel. Contains 5-15% sub rounded stones of 2-6cm. Measures 1.5cm -5cm thick x 48cm extent. Clear edge definition
3238,Fill of pit
3238,Not excavated but shown on section 331
3238,Olive brown compact clayey silt without inclusions.
3239,Brown friable. Diffuse edge definition
3239,Completely removed during section cleaning in 2002. May be similar to gravel layer (3676) in Section 399. Section no: 331
3239,Fill of pit
3240,"Context has not been excavated in 2002 but is shown on section 331 Section no: 331, 399"
3240,Fill of pit
3240,Light yellow brown friable sandy clay.  Sparse distribution of very small fine grit.
3241,Fill of pit
3241,Removed during section cleaning in 2002. May be similar to brown gravelly context (3941) in section 399 as interpretation of pit edge difficult at this point. Section no: 399 & 331
3241,Very dark greyish brown friable sandy clay.
3242,Made up of large flints and gravel. Flints range in size from 15cm -8cm x 11cm-5cm. They are coarse or roughly faced. They are not bonded and this is the second of three layers of flint for the wall. Clear edge definition
3242,Part of wall exposed in sondage measuring 60cm x 94xm x 47cm. The wall has been partially removed
3242,"Wall, House 1"
3243,Fill of pit
3243,Not excavated in 2001 but shown on section 331. Occupational pit fill completely removed in 2002 during section cleaning.  Section no: 331
3243,Very dark brown compact sandy silt. Diffuse edge definition
3244,Clay bonding material for wall which has slumped into pit (3937). Only partially excavated in 2001 and finally weathered away in 2001. Section no: 331
3244,Clay bonding material for walls.
3244,Medium olive brown soft clay. Has no inclusions.
3245,3248 unexcavated in 2001 and 2002
3245,Cut for gravel foundation to wall 1168.
3246,Wall made up of flint and gravel with the flints ranging in size from 120-90mm x 60-90mm. There is one course which is roughly faced. The flints are not bonded. This is the third of 3 layers of flint for the wall. Orientated NW/SE
3246,Wall section
3246,Within exploratory trench. Context partially removed.
3247,"Compact orangey yellow clay with some gravel inclusions (1-5%, sub-angular, 6-20mm) in lenses. The depth of the clay was variable (2-4cms)"
3247,Lower band of clay
3247,"Lower band of clay levelling in Room 3, House 1. Butts wall 3297. Plan no: 9.57, 10.28, 10.29, 15.74, 15.75"
3248,10 yr 4.1.  Loose sandy silt containing tile/building material and bone.  Measuring 242cm long x 48-52cm wide.
3248,Gravel below wall 1168
3248,Probable foundation for wall 1168.
3252,Dark brown friable silt containing 1-15% sub angular to sub rounded stones of 2-6mm. Clear edge definition.
3252,Fill of post-hole [3253]
3252,Plan no: 16.92
3253,Cut for post-hole containing (3252)
3253,"Squarish post-hole with sharp breaks of slope, vertical sides and concave base. Clear edge definition."
3254,10 yr 4.1 loose sandy soil including 70% crushed building material measuring 13.2m long x 47-35cm wide.
3254,C.P. floor fragment.  Full extent not known  at 8.8.01.  Possibly S/A (3232) Plan no: 10.32
3254,Floor below (3248)
3255,Make-up for wall 1533
3255,Structure make up.  clay used to level up for added - on piece of wall (1533) (added on section now known as (3271).
3255,"yellow friable sandy clay measuring 30cm x 110cm x 40cm x 80cm, containing CBM, a small amount of pottery, flint and stones."
3256,Brick fragment layer
3256,Brick fragment layer crossing from 10D into 15C
3256,"Dark greyish brown, friable silty sand.  Inclusions: CBM  Stones: 70% (S-A_ (2-6mm) Length: 72cm  Width: 6-13cm (variable)"
3258,Patches of CBM
3258,Plan no: 21.33
3258,Reddish brown broken ceramic material ranging in size from 3cm squared to fine gravel size <5mm Extent of patch 1: 47x40cm Extent of patch 2: 46x 61cm
3259,"Clay spread used to level floor surface in the NE corner of aisle, House 1. Completely removed in 2002. Plan no: 16.94 - originally planned in 2001 - re-planned in 2002. Sample no: 517"
3259,Levelling deposit in aisle in House 1
3259,"Yellow 10YR 7/8, compact clay.  Inclusions:  5-35% stones  (S-A) (S-R) (2mm-6cm).  3.05m (max) x 3.76m; Thickness: 0.07m   Clear edges as defined on 3 sides by Victorian trenches"
3260,"Friable, mid-orange / brown clayey silt Inclusions: 35-70% stones (S-A) (R) (2-6mm) (2-6cm);  1-5% CBM;  1-5% bone;  1-5% charcoal;  1-5% pottery Extent: 2.75m x 3.10m;   Thickness: 0.01-0.05m Clear edge definition"
3260,Levelling deposit
3260,"Levelling deposit in the south east corner of Room 4 in the timber house. Considered to be the same as (3263) to the north and (6474) to the west, but separated by the stone wall trenches and/or Victorian trenches. Strat below a black possible floor layer (5797). Cut by [1459], [2044], [1090], [4619]. Part of Group 6469. Completely removed in 2005. Plan no: 16.196 Sample no: 1269, 1270 Accuracy rating - 3"
3261,"Opus signinum below (3260), room 1, House 1"
3261,Plan no: 10.50
3262,Clay levelling layer below gravel. Not uncovered or excavated in 2001. Number allocated for finds
3262,Yellow clay
3263,Floor / levelling deposit
3263,"Friable, mid-orange / brown silty clay Inclusions: 60% stones (S-A) (S-R) (R) of all sizes;  2% charcoal;  1% bone;  1% CBM;  1% pottery Extent: 2.7m x 2m;   Thickness: 0.02-0.05m Clear edge definition"
3263,"Gravel internal floor / levelling layer in the north east corner of Room 4 of timber House 1. Believed to be the same levelling deposit as (3260) to the south and (6474) to the west in Room 4. Strat below (5799). Strat above (6520). Butts (4645), (4635). Cut by [1090], [3263], [1095]. Part of Group 6469. Completely removed in 2005. Plan no: 16.95, 16.98 Sample no: 1271, 1272 Accuracy rating - 4"
3264,Dark grey friable silt measuring 25cm deep containing 15-35% rounded stones 6mm - 6cm.
3264,Fill of post-hole 3265
3264,Plan no: 16.97
3265,Cut for post-hole containing (3264)
3265,Post hole in NE room of diagonal room.  Unclear use. Plan no: 16.99
3265,rounded cut measuring 13cm long x 13cm wide x 0.25cm deep with sharp slope at the top and bottom and verticle sides with a slightly rounded base.
3266,Levelling deposit of yellow clay.  Clay overlaying flint and tile wall.  Deposit excavated to wall - see plan. Plan no: 10.34
3266,"Mixed clay  spread in room 3, House 1."
3266,"Yellow friable clay measuring 1cm - 14cm, 130cm x 280cm x 170cm x 300cm, containing cbm."
3267,"dark brown loose silt with orange friable clay, both sandy measuring 1-3cm and containing 5-15% sub-angular stones, measuring 2-6cm."
3267,"Gravel mid way in north side of Room 1, House 1."
3267,"Silty occupation deposit, overlying truncated layer of thin clay. Plan no: 16.101"
3268,"Black brown friable silt measuring 3cm deep x 107cm long x 37cm wide, containing >50% charcoal and <1% sub-angular stones measuring 6-20mm."
3268,"Charcoal fill of robber trench. Plan no: 15.76, 16.102"
3268,"Charcoal spread in robber trench, room 1, House 1 containing [3283]"
3269,"Accumulation, especially in slumps, in Rm 2, House 1. Deposit truncated and lost during excavation."
3269,"Friable dark grey silt accumulation with <1% 2-6mm charcoal flecks. This was a variable silty accumulation which was not widespread across the room, <1cm in depth."
3269,"Silt and gravel in room 2, House 1 below (1912)"
3270,"Beam slot fill Room 1, House 1"
3270,"Dark brown friable clayey sand, measuring 135cm x 20cm containing <5% sub-angular stones, 2-6cm."
3270,"Small find SF2348 - gaming counter. Fill of probable beam slot, room 1, House 1. Plan no: 16.105"
3271,Extension to wall (1533) in SW direction.  Constructed over C-P floor (3254) For plan see (1533)
3271,Flint and CBM with medium to large materials (c 10-20cm long) with no finish.  Material on top of clay 'plug' of bonding material.  Dimensions are NW/SE 'internal' with house 1.
3271,SW section of wall 1533
3272,Beam slot cut containing (5760)
3272,"Originally thought to be a robber trench running NW-SE, but decided in 2003 that this feature is more likely to be a beam slot, probably associated with the timber phase building. Intruded into at NW end by possible beam slot. SE edge is arbitrary and may continue to join robber trench running E-W. SE edge extended through to probable line of E-W trench. <BR>Plan no: 16.104  {}"
3272,"Wavily linear in plan, measuring 2.69m long with variable width (0.25m at narrowest). Depth varies from 0.02m to 0.08m<BR>Break of slope (top &amp; base): 45 degrees or less <BR>Sloping sides with an undulating base<BR>Contains (5760)  {}"
3273,Ceramic tile spread adjacent to wall (3201). Floor.
3273,"Loose red ceramic tiles, no bonding material remaining. Clear truncated inner edge"
3273,"Probable remaining lense of floor make-up, truncated by later activity in Room1, House 1. Clearly associated with the room boundary wall 3201. Plan no: 21.31"
3274,Foundation fill below second course
3275,Building debris fill below (3268)
3275,"Friable browny black silty clay containing inclusions of mortar, CBM and wall plaster. The deposit is c.5cms deep, 29 cms wide and 97 cms long."
3275,The fill of a robber trench consisting of building rubble.
3276,Crushed CBM floor below (3259)
3276,"Crushed red brick surface and hard, dense compacted gravel Inclusions: CBM 70%, Gravel 1-5% (A) (2-6mm) (6-20mm) c.1-2cms in depth with a range of 0-6cm Edge definition clear but variably truncated and wo rn"
3276,The possible remains of a crushed brick floor. No sign of any bonding material - the floor is very fragile. Variation of thickness. Completely removed in 2003. Plan no: 16.109
3277,Fill of a beam slot. Plan no: 16.103
3277,"Fill of beam slot in Room 1, House 1."
3277,Friable yellow clayey sand with 15-35% inclusions of CBM. The deposit is c.5cms in depth.
3278,Clay plug below (3275) in robber trench
3278,"Sticky and cohesive yellow clay with silt and CBM inclusions. The deposit was 75cms long, 33cms wide and 6cms in depth."
3278,The fill of a robber trench.
3279,Beam slot cut containing (3277)
3279,"Cut for beam slot containing (3277). In 2003, this beam slot was associated with beam slots [1967], [3280], [4555], [4087], [4096] and [4001] which denote a timber structure spanning and predating the NE wall of House 1.  Plan no: 16.111"
3279,Rectangular in plan with angular corners and dimensions of 0.78m by 0.26m by 0.11m in depth. The sides were vertical and the base was flat but uneven. Contains (3277)
3280,Beam slot cut containing (3270)
3280,"Beam slot cut containing (3270). In 2003, this beam slot was associated with beam slots [1967], [3279], [4555], [4087], [4096] and [4001] which denote a timber structure spanning and predating the NE wall of House 1.  Plan no: 16.110"
3280,Linear in plan with ill-defined corners and measuring 1.22m x 0.3 with a depth of 0.14m Break of slope (top): sharp;  (base): fairly uneven/concave  Flat uneven base Contains (3270)
3281,10 yr 3/1 very dark grey friable silt measuring 46 x 67cm with a variable depth of 1-9cm.  Contains 1-15% of angular and sub-angular stones.
3281,"NE part of North Aisle, House 1"
3281,Possible occupation layer in north aisle of House 1
3282,Clay in north aisle House 1
3282,Same as (3048). Strat above: (4565).
3283,"Cut for robber trench containing (3268), (3275), and (3278)"
3283,"Cut for robber trench southern side of room 1, house 1"
3283,"Cut with unclear corners measuring 80cm long x 30cm wide x 10-12cm deep with a sharp slope at top and base, with gradually sloping sides and an irregular base."
3284,"Tile interspersed with one or two large flints and some chalk blocks.  Tile = largest 13.5cm x 16.5cm, Flint = 13cm x 7cm.  Clay/gravel matrix beneath tiles, faces are North East with a clay and gravel bonding."
3284,Wall (3284) lies adjacent to and parallel with wall(2022).  2022 is later than 3284 but it has not been excavated and may or may not be the next event.  Clay layer overlay both 2022 and 3284.
3284,Wall adjacent (2022)
3285,Wall adjacent (2022)
3286,"10 yr  3/2 Very dark greyish brown firm silty clay measuring 4cm thick x 2-3m containing CBM, pottery and bone and 15-35% sub-rounded stones measuring 6-20mm."
3286,"Plan no: 1580, 1579"
3286,Possible occupation layer in south aisle of House 1
3287,Clay in south aisle
3287,Levelling deposit of clay in the south aisle of House 1 Plan no: 15.81
3287,"Yellow, compacted clay Inclusions: CBM, charcoal, animal tooth, pottery sherds, glass, chalk Gravel/stones: 15-35% (S-A) (2-6cm)"
3288,"2.5 4/5 Olive brown, compacted but friable sandy clay.  Inclusions: 5-10% at the north end and 80% at the south end  Stones: Unsorted, rounded & sub angular flint gravel (10mm-50mm) with small fragments of CBM (<1%) Extent: 380cm x 670cm Depth: 3cm"
3288,Clay layer
3288,"Clay levelling layer in Room 2, House 1. Variable depth due to attempts to level off two deep slumps in the floor. Plan no: 15.92, 15.93 - The 2001 plans were amended in 2002, however this amendment is under question and has not yet been digitised."
3289,A wall foundation mainly made up of CBM. Lower than 1141 but probably part of the same building phase. This part of the wall appears to be a separate entity from 1797. Not excavated in 2001.
3289,"Loose friable yellow brown clay, c.2.3m long and 0.75m wide."
3289,Wall foundation
3290,10yr 6/8 brownish yellow friable sandy clay measuring 1cm x 30cm x 20cm containing charcoal and small stones.
3290,Possible cap of post-hole pre-ex.
3290,Possible post hole cap
3291,10 yr 6/8 brownish yellow firm silty clay measuring 65cm x 2m x 2cm thick containing 5-15% sub-rounded stones measuring 2-6cm.  Section number 349.
3291,A clay layer overlaying a gravel floor.  The gravel floor is made up of coarser gravel than that mapped to the east.
3291,Possible occupation layer below (3286)
3292,Clay below (3281)
3293,Cleaning layer
3293,"Very mixed, friable sandy silt measuring 1cm-3cm, containing CBM, bone and flint"
3294,"Fill of robber trench [3708]. This feature was partly excavated in 2001 and it was shown to be far more extensive in 2002. The fill was very mixed and, at the time looked layered - however it was not. There was also a high concentration of CBM and some mortar was also recovered.  N.B. (3294)=(3696) (3921) (3922)             Plan no: 10.67, 10.68, 11.48, 11.99  Sample no: 641 (mortar sample)"
3294,Friable mixed silty clay  Inclusions: 15-35% stones of all shapes and ranging in size from 2mm to 20cm;  1-5% flint;  5% CBM;  Bone and pottery particularly present in the lower levels. 10-15cm thick
3294,Tile and clay foundation
3295,Firm black silty clay with 1-5% inclusions of large pieces of charcoal and fragmented CBM. It was c.2cm thick with an extent of 0.3m by 0.2m.
3295,What was previously thought to be a fill was actually a thick layer of compacted silt and clay. The heavy inclusions of charcoal contributed to its dark colour.
3296,"10 yr 3/2 Very dark greyish brown; 10yr 5/4 yellowish brown stoney/gravel with CBM measuring 2-3m x 6cm thick, containing 35-70% of sub-angular to rounded stones measuring 2-20cm."
3296,"Metalled gravel surface below clay. 2003: No remains of metalled surface visible on cleaning, but there was a remnant of a compact mortar base at the northern part of the baulk suggesting a make-up layer for (3296). No record or removal , but no extant evidence either. Plan no: 15.84, 15.85  Section no: 349?"
3296,"Metalled surface in NE part of southern section, south aisle, House 1."
3297,"A mixture of flint, chalk, limestone and CBM making up a wall which was cut into context 3700. Plan no: 10.44 and 10.42. (2299) is part of this wall"
3297,"A wall of flint, chalk, limestone and CBM. The flint was roughly shaped, the tile was broken and the limestone was squared and possibly reused. The wall had a silty clay bonding. The wall was c.4m in length and 0.15m wide."
3297,Wall
3298,Dark greyish brown friable sandy clay 3cm-5cm in depth. Inclusions: CBM Stones: 35-70% (S-A) (2-6cm)
3298,Metalled surface
3298,Metalled surface within the south aisle of House 1 Plan no: 15.86
3299,"A gravel layer sandwiched between two clay layers, probabaly forming a surface. The edge was truncated half way across the room, making the context confined to the southern half. Completely removed in 2002 Plan no: 15.87, 15.88, 16.118"
3299,Friable grey sandy silt with inclusions of CBM. The deposit varied in depth: 10-70mm and had a length of 2.3m and a width of 3.95m.
3299,Gravel layer
3301,"Dark greyish brown, friable clay loam containing 15% angular to sub angular gravel pebbles of 6-20mm. 50cm x 80cm x 40cm deep."
3301,Fill of pit [1326]
3301,Partially excavated in 1998. Is cut by Victorian trench 1257. Excavation continued in 2001.
3302,"Charcoal staining to the north west of the cut. Also charcoal staining (3310) dipping into the cut [3302], underlying main fill (1640)"
3302,Cut of hearth containing 1640 and 3310
3302,Roughly circular cut measuring 109cm x 127cm x 15cm. Has gently sloping sides and an uneven base. Clear edge definition
3303,"Dark greyish brown, friable, clay silt. 3cm x 130cm x 57cm Contains CBM flecks and charcoal flecks. Reasonable edge definition"
3303,Dark spread containing CBM
3303,North west of Victorian trench 1257 Overlies 3222 and [3332]
3304,"Dark greyish brown, friable clayey loam containing 5% angular to sub angular flint pebbles and some charcoal and CBM. 55cm x 52cm x 8-13cm deep"
3304,Fill of shallow circular feature [3306]
3304,Thought to be a post-hole at first but not. Animal burrowing or other disturbance in north eastern half. Section 302
3305,Adjacent to and north west of post-hole [3332] and Victorian trench 1257 Possibly related to post-hole [3332]
3305,"Dark greyish brown, friable clay silt containing flecks of CBM. 10cm x 18cm x 100cm. Good edge definition"
3305,Fill of beam slot [3331]
3306,Circular feature measuring 55cm x 52cm x 8-13cm deep. Gradual breaks of slope with shallow and irregular sides and flattish base.
3306,Cut for shallow circular feature containing (3304)
3306,Cuts into the yellow clay on the north-west of the north wall of House 1. Originally thought to be possible post-hole but this not the case.  There is some distrurbance in the north eastern half which may be animal  burrowing.Section 302
3307,"Dark brownish grey, friable sandy silt. Contains 35-70% gravel pebbles, angular to rounded and 2mm - 6cm 210cm x 140cm. Diffuse edge definition Trowelled in dry conditions"
3307,Localised gravel spread.
3307,"Situated in immediate proximity of northern wall, House 1. Overlying yellow clay."
3308,"Dark greyish brown, friable loamy clay containing 15-35% sub angular to sub rounded gravel pebbles of 6mm-6cm. 88cm x 62cm x 26cm. Clear edge definition"
3308,Fill of post-hole or pit [3321]
3308,Situated in very north west corner of  House 1. Overlying deliberate pot deposit 3320 / SF 2039 and surrounding it. Sampled 100% Contained bone and other pottery sherds unrelated to SF2039
3309,Burning deposit
3309,"Dark reddish brown, friable burnt clay. Contains 15% charcoal. Measures 5cm x 60cm x 30cm. Clear edge definition"
